3.5846631,0.5303977,3.6798695
3.7808270,0.4948400,3.6653258
3.9760871,0.4931824,3.6735408
4.1707737,0.5227225,3.6798445
4.3610976,0.5769682,3.4934948
4.5405775,0.6526355,3.2178548
4.7087728,0.7538076,2.9212405
4.8576600,0.8838707,2.6352386
4.9714320,1.0431120,2.4230420
5.0299923,1.2278006,2.4135407
5.0140872,1.4194205,2.4040018
4.9301707,1.5936667,2.4669204
4.8014212,1.7442602,2.5674515
4.6398244,1.8585990,2.5573839
4.4561201,1.9182479,2.5472765
4.2602711,1.9628767,2.9193156
4.0714756,2.0157754,3.2465591
3.8830718,2.0708856,3.5414644
3.6930766,2.1245485,3.8115617
3.5034794,2.1780826,4.0618182
3.3141674,2.2323338,4.2957174
3.1242789,2.2872953,4.4313268
2.9357262,2.3399451,3.8989385
2.7467787,2.3917965,3.4157334
2.5573014,2.4544109,2.8761121
2.3683144,2.5138885,2.8648341
2.1739615,2.5195677,2.8535116
1.9847000,2.4733095,2.8613016
1.7938365,2.4163647,2.9559288
1.6133731,2.3370460,2.5842005
1.4540022,2.2229130,2.2091118
1.3387401,2.0684000,2.1783829
1.3050411,1.8809051,2.1698409
1.3599879,1.6972963,2.1612652
1.4659460,1.5306419,2.5921404
1.6033104,1.3833818,2.9582358
1.7585039,1.2703332,3.1405818
1.9357552,1.1789484,3.3889416
2.1185307,1.1056273,3.6714162
2.3027633,1.0332994,3.9316580
2.4843620,0.9572997,4.1738427
2.6657468,0.8797361,4.4009664
2.8476396,0.8045368,4.6152664
3.0320954,0.7348295,4.8184666
3.2161069,0.6668573,5.0119291
3.4006620,0.5935570,5.1967532
3.5846631,0.5303977,3.6798695
