-1.8683476,2.1142842,3.2479632
-1.9250727,1.9249524,3.0874323
-1.9765405,1.7339166,3.0752310
-1.9940603,1.5363785,3.0629810
-2.0039527,1.3400935,3.2383892
-2.0090200,1.1420536,2.8114126
-1.9856421,0.9424754,2.5518179
-1.9122153,0.7600510,2.5417333
-1.7874078,0.6079169,2.5316085
-1.6465589,0.4677094,2.9085173
-1.5005483,0.3333737,3.2393829
-1.3458882,0.2101107,3.2861461
-1.1882904,0.0889727,2.8301279
-1.0176319,-0.0103410,2.8189435
-0.8281230,-0.0634482,2.8077144
-0.6291348,-0.0904182,3.1499159
-0.4321263,-0.1075957,3.4560774
-0.2335191,-0.1242959,3.7350891
-0.0366405,-0.1407400,3.9926629
0.1608232,-0.1558234,4.2327293
0.3588521,-0.1703136,4.4581316
0.5559593,-0.1844941,4.6710066
0.7535468,-0.1985872,4.8730088
0.9509788,-0.2126688,5.0654516
1.1485893,-0.2267852,5.2493977
1.3466426,-0.2406868,5.3329974
1.5436966,-0.2539514,4.8675595
1.7416793,-0.2675149,4.3662765
1.9400395,-0.2794453,3.9069913
2.1371620,-0.2855334,3.3924316
2.3377210,-0.2880006,2.7803285
2.5356466,-0.2742675,2.7693408
2.7203898,-0.2078836,2.7583094
2.8916625,-0.1075617,3.0754378
3.0611871,-0.0054190,3.3162416
3.2272301,0.1040813,3.1030003
3.3696025,0.2397632,3.0907374
3.4765855,0.4061881,3.0784257
3.5571113,0.5887148,3.3809707
3.6151627,0.7788118,3.6662604
3.6458230,0.9745038,3.7809044
3.6543446,1.1720208,3.9287302
3.6601300,1.3685836,4.1729592
3.6620304,1.5663811,4.4018772
3.6646382,1.7649744,4.6177755
3.6659037,1.9620249,4.4256055
3.6680310,2.1597988,4.3244987
3.6508078,2.3570381,4.2278970
3.6128371,2.5526747,4.1621169
3.5634169,2.7448534,4.0642670
3.4928176,2.9296321,3.9903440
3.4024763,3.1063126,3.8359938
3.2979071,3.2750355,3.5161297
3.1793556,3.4343008,3.5022342
3.0338754,3.5672117,3.4882833
2.8658642,3.6734076,3.4897693
2.6975672,3.7797183,3.3881620
2.5201265,3.8639363,3.3747722
2.3274588,3.9128475,3.3613291
2.1303944,3.9489331,3.6482994
1.9363759,3.9847727,3.9122436
1.7416805,4.0144142,3.9682784
1.5434463,4.0224882,3.9524711
1.3462774,4.0286319,4.1951409
1.1494521,4.0370091,4.4227442
0.9496447,4.0446655,4.4546536
0.7530273,4.0520254,4.0171772
0.5562328,4.0531396,3.5359562
0.3551742,4.0553953,3.0558003
0.1554179,4.0646215,2.6592632
-0.0381361,4.0376028,2.6487539
-0.2181052,3.9551489,2.6382028
-0.3967098,3.8678780,3.0010272
-0.5793543,3.7910830,3.3220395
-0.7607737,3.7095166,3.5688208
-0.9295031,3.6066236,3.5547170
-1.0773549,3.4748545,3.5405571
-1.2056137,3.3218011,3.6662068
-1.3246780,3.1645375,3.9288156
-1.4472057,3.0075450,4.1467186
-1.5493142,2.8372103,4.1302005
-1.6331261,2.6570651,4.2428025
-1.7153654,2.4791926,4.4676206
-1.7962598,2.2985075,4.6799920
-1.8683476,2.1142842,3.2479632
