# x_m,y_m,w_tr_right_m,w_tr_left_m
0.8400,-0.0100,0.8559,0.8559
0.8900,-0.0100,0.8631,0.8631
0.9400,-0.0100,0.8732,0.8732
0.9900,-0.0100,0.8860,0.8860
1.0400,-0.0600,0.8515,0.8515
1.0900,-0.0600,0.8559,0.8559
1.1400,-0.0600,0.8631,0.8631
1.1900,-0.0600,0.8732,0.8732
1.2400,-0.0600,0.8860,0.8860
1.2900,-0.0600,0.9014,0.9014
1.3400,-0.0600,0.9055,0.9055
1.3900,-0.0600,0.9124,0.9124
1.4400,-0.0600,0.9124,0.9124
1.4900,-0.1100,0.8860,0.8860
1.5400,-0.1100,0.9014,0.9014
1.5900,-0.1100,0.9192,0.9192
1.6400,-0.1600,0.8944,0.8944
1.6900,-0.1600,0.9179,0.9179
1.7400,-0.1600,0.9220,0.9220
1.7900,-0.2100,0.9220,0.9220
1.8400,-0.2100,0.9341,0.9341
1.8900,-0.2100,0.9487,0.9487
1.9400,-0.2100,0.9341,0.9341
1.9900,-0.2600,0.9341,0.9341
2.0400,-0.2600,0.9487,0.9487
2.0900,-0.2600,0.9341,0.9341
2.1400,-0.2600,0.9192,0.9192
2.1900,-0.3100,0.9487,0.9487
2.2400,-0.3100,0.9341,0.9341
2.2900,-0.3100,0.9192,0.9192
2.3400,-0.3100,0.9014,0.9014
2.3900,-0.3100,0.8860,0.8860
2.4400,-0.3100,0.8732,0.8732
2.4900,-0.3100,0.8631,0.8631
2.5400,-0.2600,0.8062,0.8062
2.5900,-0.2600,0.8016,0.8016
2.6400,-0.2600,0.8000,0.8000
2.6900,-0.2600,0.8000,0.8000
2.7400,-0.2600,0.8016,0.8016
2.7900,-0.2600,0.8062,0.8062
2.8400,-0.2600,0.8139,0.8139
2.8900,-0.2100,0.7762,0.7762
2.9400,-0.2100,0.7906,0.7906
2.9900,-0.2100,0.8078,0.8078
3.0400,-0.2100,0.8276,0.8276
3.0900,-0.1600,0.8062,0.8062
3.1400,-0.1600,0.8139,0.8139
3.1900,-0.1600,0.8246,0.8246
3.2400,-0.1600,0.8382,0.8382
3.2900,-0.1100,0.8078,0.8078
3.3400,-0.1100,0.8276,0.8276
3.3900,-0.0600,0.8062,0.8062
3.4400,-0.0100,0.7906,0.7906
3.4900,-0.0100,0.8201,0.8201
3.5400,0.0400,0.8062,0.8062
3.5900,0.0900,0.7826,0.7826
3.5900,0.1400,0.7810,0.7810
3.6400,0.1900,0.7906,0.7906
3.6400,0.2400,0.7500,0.7500
3.6900,0.2900,0.7433,0.7433
3.7400,0.2900,0.7778,0.7778
3.7900,0.3400,0.7778,0.7778
3.7900,0.3900,0.7500,0.7500
3.7900,0.4400,0.7211,0.7211
3.8400,0.4900,0.7382,0.7382
3.8400,0.5400,0.7159,0.7159
3.8400,0.5900,0.6964,0.6964
3.8400,0.6400,0.6801,0.6801
3.8400,0.6900,0.6671,0.6671
3.8900,0.7400,0.7071,0.7071
3.8900,0.7900,0.7018,0.7018
3.8900,0.8400,0.7000,0.7000
3.8900,0.8900,0.7000,0.7000
3.8900,0.9400,0.7018,0.7018
3.8900,0.9900,0.7071,0.7071
3.9400,1.0400,0.7517,0.7517
3.9400,1.0900,0.7500,0.7500
3.9400,1.1400,0.7500,0.7500
3.9400,1.1900,0.7500,0.7500
3.9400,1.2400,0.7500,0.7500
3.9400,1.2900,0.7500,0.7500
3.9400,1.3400,0.7500,0.7500
3.9400,1.3900,0.7500,0.7500
3.9400,1.4400,0.7517,0.7517
3.9400,1.4900,0.7566,0.7566
3.9400,1.5400,0.7649,0.7649
3.9400,1.5900,0.7762,0.7762
3.9400,1.6400,0.7906,0.7906
3.9400,1.6900,0.8000,0.8000
3.9400,1.7400,0.8000,0.8000
3.9400,1.7900,0.8000,0.8000
3.9400,1.8400,0.8016,0.8016
3.9400,1.8900,0.8016,0.8016
3.8900,1.9400,0.7649,0.7649
3.8900,1.9900,0.7762,0.7762
3.8900,2.0400,0.7906,0.7906
3.8900,2.0900,0.8078,0.8078
3.8900,2.1400,0.8139,0.8139
3.8900,2.1900,0.8062,0.8062
3.8400,2.2400,0.8078,0.8078
3.8400,2.2900,0.8276,0.8276
3.8400,2.3400,0.8382,0.8382
3.8400,2.3900,0.8246,0.8246
3.8400,2.4400,0.8139,0.8139
3.8400,2.4900,0.8062,0.8062
3.8400,2.5400,0.8016,0.8016
3.7900,2.5900,0.8500,0.8500
3.7900,2.6400,0.8382,0.8382
3.7900,2.6900,0.8246,0.8246
3.7400,2.7400,0.8631,0.8631
3.7400,2.7900,0.8559,0.8559
3.7400,2.8400,0.8515,0.8515
3.6900,2.8900,0.9000,0.9000
3.6400,2.9400,0.9487,0.9487
3.6400,2.9900,0.9341,0.9341
3.6400,3.0400,0.9220,0.9220
3.5900,3.0900,0.9618,0.9618
3.5400,3.1400,0.9962,0.9962
3.4900,3.1900,1.0308,1.0308
3.4400,3.2400,1.0689,1.0689
3.3900,3.2900,1.0817,1.0817
3.3400,3.3400,1.0966,1.0966
3.2900,3.3400,1.0735,1.0735
3.2400,3.3900,1.0966,1.0966
3.1900,3.3900,1.0700,1.0700
3.1400,3.4400,1.0817,1.0817
3.0900,3.4400,1.0548,1.0548
3.0400,3.4900,1.0735,1.0735
2.9900,3.4900,1.0512,1.0512
2.9400,3.5400,1.0770,1.0770
2.8900,3.5400,1.0595,1.0595
2.8400,3.5900,1.0920,1.0920
2.7900,3.5900,1.0794,1.0794
2.7400,3.6400,1.1180,1.1180
2.6900,3.6400,1.1102,1.1102
2.6400,3.6900,1.1543,1.1543
2.5900,3.6900,1.1511,1.1511
2.5400,3.7400,1.1885,1.1885
2.4900,3.7900,1.2021,1.2021
2.4400,3.7900,1.2093,1.2093
2.3900,3.7900,1.2021,1.2021
2.3400,3.8400,1.1511,1.1511
2.2900,3.8400,1.1500,1.1500
2.2400,3.8400,1.1500,1.1500
2.1900,3.8400,1.1500,1.1500
2.1400,3.8400,1.1511,1.1511
2.0900,3.8400,1.1402,1.1402
2.0400,3.8400,1.1281,1.1281
1.9900,3.8900,1.0689,1.0689
1.9400,3.8900,1.0607,1.0607
1.8900,3.8900,1.0548,1.0548
1.8400,3.8900,1.0512,1.0512
1.7900,3.8900,1.0500,1.0500
1.7400,3.8900,1.0500,1.0500
1.6900,3.8900,1.0512,1.0512
1.6400,3.8900,1.0548,1.0548
1.5900,3.8900,1.0607,1.0607
1.5400,3.8900,1.0607,1.0607
1.4900,3.8900,1.0548,1.0548
1.4400,3.8900,1.0512,1.0512
1.3900,3.8900,1.0500,1.0500
1.3400,3.8900,1.0500,1.0500
1.2900,3.8900,1.0500,1.0500
1.2400,3.8900,1.0500,1.0500
1.1900,3.8900,1.0500,1.0500
1.1400,3.8900,1.0500,1.0500
1.0900,3.8900,1.0500,1.0500
1.0400,3.8900,1.0500,1.0500
0.9900,3.8900,1.0512,1.0512
0.9400,3.8900,1.0548,1.0548
0.8900,3.8900,1.0607,1.0607
0.8400,3.8900,1.0689,1.0689
0.7900,3.8900,1.0794,1.0794
0.7400,3.8900,1.0920,1.0920
0.6900,3.8900,1.1000,1.1000
0.6400,3.8900,1.1000,1.1000
0.5900,3.8900,1.1000,1.1000
0.5400,3.8900,1.1011,1.1011
0.4900,3.8900,1.1045,1.1045
0.4400,3.8900,1.1068,1.1068
0.3900,3.8900,1.0920,1.0920
0.3400,3.8900,1.0794,1.0794
0.2900,3.8900,1.0689,1.0689
0.2400,3.8900,1.0607,1.0607
0.1900,3.8400,1.1045,1.1045
0.1400,3.8400,1.1011,1.1011
0.0900,3.8400,1.1000,1.1000
0.0400,3.7900,1.0920,1.0920
-0.0100,3.7900,1.1000,1.1000
-0.0600,3.7900,1.1000,1.1000
-0.1100,3.7900,1.1011,1.1011
-0.1600,3.7400,1.0548,1.0548
-0.2100,3.7400,1.0607,1.0607
-0.2600,3.7400,1.0689,1.0689
-0.3100,3.7400,1.0794,1.0794
-0.3600,3.7400,1.0920,1.0920
-0.4100,3.6900,1.0548,1.0548
-0.4600,3.6900,1.0607,1.0607
-0.5100,3.6900,1.0689,1.0689
-0.5600,3.6400,1.0308,1.0308
-0.6100,3.6400,1.0440,1.0440
-0.6600,3.5900,1.0124,1.0124
-0.7100,3.5900,1.0308,1.0308
-0.7600,3.5900,1.0440,1.0440
-0.8100,3.5900,1.0595,1.0595
-0.8600,3.5400,1.0308,1.0308
-0.9100,3.5400,1.0512,1.0512
-0.9600,3.4900,1.0296,1.0296
-1.0100,3.4900,1.0512,1.0512
-1.0600,3.4900,1.0735,1.0735
-1.1100,3.4400,1.0548,1.0548
-1.1600,3.4400,1.0817,1.0817
-1.2100,3.4400,1.0735,1.0735
-1.2600,3.3900,1.0966,1.0966
-1.3100,3.3900,1.0735,1.0735
-1.3600,3.3400,1.0966,1.0966
-1.4100,3.2900,1.0977,1.0977
-1.4600,3.2900,1.0966,1.0966
-1.5100,3.2400,1.1011,1.1011
-1.5600,3.1900,1.0966,1.0966
-1.6100,3.1400,1.0735,1.0735
-1.6600,3.0900,1.0512,1.0512
-1.7100,3.0400,1.0296,1.0296
-1.7600,2.9900,1.0124,1.0124
-1.8100,2.9400,1.0000,1.0000
-1.8100,2.8900,1.0259,1.0259
-1.8600,2.8400,1.0124,1.0124
-1.9100,2.7900,1.0000,1.0000
-1.9600,2.7400,0.9862,0.9862
-1.9600,2.6900,0.9899,0.9899
-2.0100,2.6400,0.9849,0.9849
-2.0600,2.5900,0.9618,0.9618
-2.0600,2.5400,0.9708,0.9708
-2.1100,2.4900,0.9618,0.9618
-2.1600,2.4400,0.9394,0.9394
-2.1600,2.3900,0.9618,0.9618
-2.1600,2.3400,0.9618,0.9618
