# x_m,y_m,w_tr_right_m,w_tr_left_m
1.3900,4.2400,0.7500,0.7500
1.4400,4.2400,0.7500,0.7500
1.4900,4.2400,0.7433,0.7433
1.5400,4.2400,0.7280,0.7280
1.5400,4.1900,0.7762,0.7762
1.5400,4.1400,0.7778,0.7778
1.5400,4.0900,0.7433,0.7433
1.5400,4.0400,0.7106,0.7106
1.5400,3.9900,0.6801,0.6801
1.5400,3.9400,0.6519,0.6519
1.5400,3.8900,0.6265,0.6265
1.5400,3.8400,0.6042,0.6042
1.5400,3.7900,0.5852,0.5852
1.5400,3.7400,0.5701,0.5701
1.5400,3.6900,0.5590,0.5590
1.5400,3.6400,0.5523,0.5523
1.5400,3.5900,0.5500,0.5500
1.5400,3.5400,0.5500,0.5500
1.5400,3.4900,0.5500,0.5500
1.5400,3.4400,0.5523,0.5523
1.5400,3.3900,0.5590,0.5590
1.5900,4.2400,0.7159,0.7159
1.6400,4.2400,0.7071,0.7071
1.6900,4.2400,0.7018,0.7018
1.7400,4.2400,0.7000,0.7000
1.7900,4.2400,0.7000,0.7000
1.8400,4.2400,0.7018,0.7018
1.8900,4.2400,0.7071,0.7071
1.9400,4.2400,0.7159,0.7159
1.9900,4.2400,0.7071,0.7071
2.0400,4.2400,0.7018,0.7018
2.0900,4.2400,0.7000,0.7000
2.1400,4.2400,0.7000,0.7000
2.1900,4.2400,0.7000,0.7000
2.2400,4.2400,0.7018,0.7018
2.2900,4.2400,0.7071,0.7071
2.3400,4.1900,0.6671,0.6671
2.3900,4.1900,0.6801,0.6801
2.4400,4.1900,0.6964,0.6964
2.4900,4.1900,0.7159,0.7159
2.5400,4.1900,0.7382,0.7382
2.5900,4.1900,0.7632,0.7632
2.6400,4.1900,0.7762,0.7762
2.6900,4.1900,0.7616,0.7616
2.7400,4.1400,0.7906,0.7906
2.7900,4.1400,0.7762,0.7762
2.8400,4.0900,0.8139,0.8139
2.8900,4.0400,0.8000,0.8000
2.8900,3.9900,0.7500,0.7500
2.4900,2.9900,0.4301,0.4301
2.5400,2.9400,0.4000,0.4000
2.5900,2.8900,0.3536,0.3536
2.6400,2.8400,0.3162,0.3162
2.6900,2.8400,0.3354,0.3354
2.7400,2.8400,0.3606,0.3606
2.7900,2.8400,0.3354,0.3354
2.8400,2.8400,0.3162,0.3162
2.8900,2.7900,0.3536,0.3536
2.9400,2.7900,0.3500,0.3500
2.9900,2.7900,0.3500,0.3500
3.0400,2.7900,0.3536,0.3536
3.0900,2.7400,0.4123,0.4123
3.1400,2.7400,0.4272,0.4272
3.1900,2.7400,0.4472,0.4472
3.2400,2.6900,0.4717,0.4717
3.2900,2.6900,0.4472,0.4472
3.3400,2.6900,0.4272,0.4272
3.3900,2.6900,0.4031,0.4031
3.4400,2.7400,0.4272,0.4272
3.4900,2.7900,0.4610,0.4610
3.5400,2.8400,0.5025,0.5025
3.5900,2.8900,0.5500,0.5500
3.6400,2.9400,0.6021,0.6021
3.1900,2.6400,0.4610,0.4610
3.1900,2.5900,0.4243,0.4243
3.1900,2.5400,0.3905,0.3905
3.2400,2.4900,0.3202,0.3202
3.2400,2.4400,0.2915,0.2915
3.2400,2.3900,0.2693,0.2693
3.2400,2.3400,0.2550,0.2550
3.2900,2.2900,0.2000,0.2000
3.2900,2.2400,0.2062,0.2062
3.2900,2.1900,0.2236,0.2236
3.2900,2.1400,0.2500,0.2500
3.2900,2.0900,0.2500,0.2500
3.2900,2.0400,0.2236,0.2236
3.3400,1.9900,0.2500,0.2500
3.3400,1.9400,0.2500,0.2500
3.3400,1.8900,0.2236,0.2236
3.3900,1.8400,0.2500,0.2500
3.4400,1.7900,0.1803,0.1803
3.4900,1.7400,0.1118,0.1118
3.4900,1.6900,0.0707,0.0707
3.4900,1.6400,0.0500,0.0500
3.5400,1.6900,0.0500,0.0500
3.5900,1.6400,0.0500,0.0500
3.5900,1.5900,0.0707,0.0707
3.5400,1.5900,0.0500,0.0500
3.6400,1.5900,0.1118,0.1118
3.6900,1.5400,0.1803,0.1803
3.7400,1.4900,0.2500,0.2500
3.7900,1.4400,0.3202,0.3202
3.8400,1.3900,0.3905,0.3905
3.8900,1.3400,0.4610,0.4610
4.2400,1.7400,0.4031,0.4031
4.2900,1.7900,0.3354,0.3354
4.3400,1.8400,0.2693,0.2693
4.3900,1.8900,0.2062,0.2062
4.4400,1.9400,0.1500,0.1500
4.4900,1.9400,0.1000,0.1000
4.5400,1.9400,0.0500,0.0500
4.5900,1.9900,0.0500,0.0500
4.6400,1.9400,0.0500,0.0500
4.5900,1.8900,0.0500,0.0500
4.2400,1.4400,0.6103,0.6103
4.2900,1.4400,0.5831,0.5831
4.3400,1.4400,0.5590,0.5590
4.3900,1.4400,0.5099,0.5099
4.4400,1.4400,0.4610,0.4610
4.4900,1.4400,0.4123,0.4123
4.5400,1.4400,0.3640,0.3640
4.5900,1.4900,0.3354,0.3354
4.6400,1.5400,0.2693,0.2693
4.6900,1.5900,0.2062,0.2062
4.7400,1.6400,0.1414,0.1414
4.7900,1.6900,0.0707,0.0707
4.8400,1.6900,0.0500,0.0500
4.8900,1.7400,0.0500,0.0500
3.9400,0.6900,0.6000,0.6000
3.9900,0.6400,0.5500,0.5500
4.0400,0.5900,0.5000,0.5000
4.0900,0.5400,0.4500,0.4500
4.1400,0.4900,0.4000,0.4000
4.1900,0.4400,0.3536,0.3536
4.2400,0.3900,0.3162,0.3162
4.2900,0.3400,0.2915,0.2915
4.3400,0.2900,0.2693,0.2693
4.3400,0.2400,0.2500,0.2500
4.3400,0.1900,0.2236,0.2236
4.2900,0.1400,0.1581,0.1581
4.2900,0.0900,0.1500,0.1500
4.2900,0.0400,0.1581,0.1581
4.2900,-0.0100,0.1803,0.1803
4.2400,-0.0600,0.1803,0.1803
4.1900,-0.0600,0.1581,0.1581
4.1400,-0.1100,0.2000,0.2000
4.0900,-0.1100,0.2000,0.2000
4.0400,-0.1600,0.2500,0.2500
3.9900,-0.1600,0.2500,0.2500
3.9400,-0.2100,0.3000,0.3000
3.8900,-0.2100,0.3000,0.3000
3.8400,-0.2100,0.3041,0.3041
3.7900,-0.2600,0.3640,0.3640
3.7400,-0.2600,0.3808,0.3808
3.6900,-0.3100,0.4472,0.4472
3.6400,-0.3100,0.4717,0.4717
3.5900,-0.3100,0.5000,0.5000
3.5400,-0.3100,0.5315,0.5315
3.4900,-0.3100,0.5657,0.5657
3.4400,-0.3100,0.6021,0.6021
3.3900,-0.2600,0.6103,0.6103
3.3400,-0.2100,0.6265,0.6265
2.2400,-0.2600,0.7632,0.7632
2.1900,-0.2100,0.6946,0.6946
2.1400,-0.1600,0.6265,0.6265
2.0900,-0.1100,0.5590,0.5590
2.0900,-0.0600,0.5148,0.5148
2.0400,-0.0100,0.4472,0.4472
1.9900,0.0400,0.3808,0.3808
1.9900,0.0900,0.3354,0.3354
1.9400,0.1400,0.2693,0.2693
1.9400,0.1900,0.2236,0.2236
1.8900,0.2400,0.1581,0.1581
1.8900,0.2900,0.1118,0.1118
1.8900,0.3400,0.0707,0.0707
1.8400,0.3400,0.0500,0.0500
1.7900,0.3900,0.0500,0.0500
1.7900,0.4400,0.0707,0.0707
1.7400,0.4400,0.1118,0.1118
1.7400,0.4900,0.1414,0.1414
1.6900,0.5400,0.2121,0.2121
1.6400,0.5400,0.2500,0.2500
1.5900,0.5400,0.2236,0.2236
1.5400,0.5900,0.2550,0.2550
1.4900,0.5900,0.2500,0.2500
1.4400,0.5900,0.2550,0.2550
1.3900,0.5900,0.2693,0.2693
1.3400,0.5900,0.2915,0.2915
1.2900,0.5900,0.3041,0.3041
1.2400,0.5900,0.3162,0.3162
1.1900,0.5900,0.3354,0.3354
1.1400,0.5900,0.3500,0.3500
1.0900,0.5400,0.3905,0.3905
1.0400,0.4900,0.4031,0.4031
0.9900,0.4400,0.4272,0.4272
0.9400,0.3900,0.4610,0.4610
0.8900,0.3400,0.5025,0.5025
1.8400,0.4400,0.0500,0.0500
1.8900,0.3900,0.0500,0.0500
0.7900,-0.3600,0.5025,0.5025
0.7400,-0.4100,0.4500,0.4500
0.6900,-0.4600,0.4000,0.4000
0.6400,-0.5100,0.3500,0.3500
0.5900,-0.5600,0.3000,0.3000
0.5400,-0.6100,0.2500,0.2500
0.4900,-0.6100,0.2500,0.2500
0.4400,-0.6100,0.2500,0.2500
0.3900,-0.6100,0.2500,0.2500
0.3400,-0.6100,0.2500,0.2500
0.2900,-0.6100,0.2500,0.2500
0.2400,-0.6100,0.2500,0.2500
0.1900,-0.6100,0.2500,0.2500
0.1400,-0.6100,0.2500,0.2500
0.0900,-0.6100,0.2500,0.2500
0.0400,-0.6100,0.2500,0.2500
-0.0100,-0.6100,0.2500,0.2500
-0.0600,-0.5600,0.3000,0.3000
-0.1100,-0.5100,0.3500,0.3500
-0.1600,-0.4600,0.4000,0.4000
-0.2100,-0.4100,0.4500,0.4500
-0.2600,-0.3600,0.5000,0.5000
-0.3100,-0.3100,0.5500,0.5500
-0.3600,-0.2600,0.6000,0.6000
-0.4100,-0.2100,0.6500,0.6500
-0.4600,-0.1600,0.7000,0.7000
-0.5100,-0.1600,0.7000,0.7000
-0.5600,-0.1600,0.7000,0.7000
-0.6100,-0.1600,0.7000,0.7000
-0.6600,-0.1600,0.7000,0.7000
-0.7100,-0.1600,0.7000,0.7000
-0.7600,-0.1600,0.7000,0.7000
-0.8100,-0.1600,0.7000,0.7000
-0.8600,-0.1600,0.7000,0.7000
-0.9100,-0.1600,0.7000,0.7000
-0.9600,-0.1600,0.7000,0.7000
-1.0100,-0.1600,0.7000,0.7000
-0.4600,-0.1100,0.6801,0.6801
-0.4100,-0.0600,0.6500,0.6500
-0.3600,-0.0100,0.6042,0.6042
-0.3100,0.0400,0.5385,0.5385
-0.2600,0.0900,0.4743,0.4743
-0.2100,0.1400,0.4123,0.4123
-0.2100,0.1900,0.3640,0.3640
-0.2100,0.2400,0.3162,0.3162
-0.1600,0.2900,0.2550,0.2550
-1.1100,0.4900,0.0500,0.0500
-2.2600,0.7900,0.7280,0.7280
-2.2100,0.8400,0.6671,0.6671
-2.1600,0.8900,0.6083,0.6083
-2.1100,0.9400,0.5523,0.5523
-2.0600,0.9900,0.5000,0.5000
-2.0100,1.0400,0.4500,0.4500
-1.9600,1.0900,0.4000,0.4000
-1.9100,1.1400,0.3500,0.3500
-1.8600,1.1900,0.3000,0.3000
-1.8100,1.2400,0.2500,0.2500
-1.7600,1.2900,0.2000,0.2000
-1.7100,1.3400,0.1581,0.1581
-1.7100,1.3900,0.1414,0.1414
-1.6600,1.4400,0.1500,0.1500
-1.6600,1.4900,0.1414,0.1414
-1.6600,1.5400,0.1118,0.1118
-1.6100,1.5900,0.1500,0.1500
-1.6100,1.6400,0.1500,0.1500
-1.6100,1.6900,0.1581,0.1581
-1.6100,1.7400,0.1803,0.1803
-1.6100,1.7900,0.2121,0.2121
-1.6100,1.8400,0.2500,0.2500
-1.6600,1.8900,0.2693,0.2693
-1.7100,1.9400,0.3041,0.3041
-1.7600,1.9900,0.3500,0.3500
-1.8100,2.0400,0.4031,0.4031
-1.8600,2.0900,0.4610,0.4610
-1.9100,2.1400,0.5220,0.5220
-1.9600,2.1900,0.5852,0.5852
-2.0100,2.2400,0.6500,0.6500
-2.0600,2.2900,0.7159,0.7159
