-2.3745664,2.1716666,3.0
-2.4165799,1.9753949,3.0
-2.4384865,1.7779717,3.0
-2.4417676,1.5801413,3.0
-2.4261994,1.3823896,3.0
-2.3901017,1.1863771,3.0
-2.3318412,0.9963793,3.0
-2.2502272,0.8155594,3.0
-2.1449613,0.6466923,3.0
-2.0173828,0.4931439,3.0
-1.8712577,0.3583340,3.0
-1.7100540,0.2425200,3.0
-1.5364656,0.1441103,3.0
-1.3548591,0.0620491,3.0
-1.1680872,-0.0056548,3.0
-0.9764381,-0.0614866,3.0
-0.7826236,-0.1068670,3.0
-0.5870237,-0.1437611,3.0
-0.3897551,-0.1738579,3.0
-0.1924469,-0.1983897,3.0
0.0056912,-0.2185800,3.0
0.2042786,-0.2353162,3.0
0.4026966,-0.2493483,3.0
0.6017266,-0.2612435,3.0
0.8004863,-0.2712145,3.0
0.9995465,-0.2792447,3.0
1.1986682,-0.2849710,3.0
1.3978857,-0.2877449,3.0
1.5970350,-0.2866057,3.0
1.7962617,-0.2803805,3.0
1.9951925,-0.2676938,3.0
2.1929321,-0.2471258,3.0
2.3904421,-0.2168810,3.0
2.5848380,-0.1755972,3.0
2.7765745,-0.1212293,3.0
2.9637617,-0.0520758,3.0
3.1429712,0.0326829,3.0
3.3140764,0.1352480,3.0
3.4731250,0.2554909,3.0
3.6167173,0.3924037,3.0
3.7432884,0.5454799,3.0
3.8512144,0.7128970,3.0
3.9383976,0.8911533,3.0
4.0042469,1.0786566,3.0
4.0478433,1.2730021,3.0
4.0682586,1.4702632,3.0
4.0652213,1.6691649,3.0
4.0389234,1.8671790,3.0
3.9910782,2.0598838,3.0
3.9234950,2.2469838,3.0
3.8380211,2.4274348,3.0
3.7373538,2.5988795,3.0
3.6227857,2.7617752,3.0
3.4959297,2.9156918,3.0
3.3587641,3.0598581,3.0
3.2120994,3.1947531,3.0
3.0574159,3.3200381,3.0
2.8953450,3.4360292,3.0
2.7271401,3.5424823,3.0
2.5534036,3.6395320,3.0
2.3746831,3.7272224,3.0
2.1918239,3.8053743,3.0
2.0049448,3.8739246,3.0
1.8154433,3.9321005,3.0
1.6217287,3.9799902,3.0
1.4268331,4.0168542,3.0
1.2296547,4.0434891,3.0
1.0302950,4.0601481,3.0
0.8322193,4.0667918,3.0
0.6318156,4.0638323,3.0
0.4339852,4.0516007,3.0
0.2353072,4.0299943,3.0
0.0388148,3.9992611,3.0
-0.1566296,3.9591547,3.0
-0.3495687,3.9098187,3.0
-0.5401368,3.8510607,3.0
-0.7272432,3.7829759,3.0
-0.9109980,3.7051730,3.0
-1.0896203,3.6179798,3.0
-1.2640427,3.5202954,3.0
-1.4307298,3.4133979,3.0
-1.5922717,3.2945326,3.0
-1.7435256,3.1661932,3.0
-1.8857295,3.0258485,3.0
-2.0156999,2.8745550,3.0
-2.1306443,2.7138777,3.0
-2.2313533,2.5399262,3.0
-2.3130108,2.3585589,3.0
-2.3745664,2.1716666,3.0
