# s_m; t_s; f_x_fl_N; f_y_fl_N; f_z_fl_N; f_x_fr_N; f_y_fr_N; f_z_fr_N;f_x_rl_N; f_y_rl_N; f_z_rl_N; f_x_rr_N;f_y_rr_N; f_z_rr_N;
11.4; 4.294; 0.9; 1.9; 7.8; 0.9; 2.9; 10.4; 0.9; 2.3; 8.4; 0.9; 2.9; 10.9
11.7; 4.407; 0.9; 1.9; 7.8; 0.9; 2.9; 10.5; 0.9; 2.4; 8.3; 0.9; 3.0; 11.0
12.0; 4.516; 0.8; 1.9; 7.9; 0.8; 2.9; 10.5; 0.8; 2.4; 8.4; 0.8; 3.0; 11.0
12.3; 4.622; 0.8; 2.0; 7.9; 0.8; 2.9; 10.5; 0.8; 2.4; 8.4; 0.8; 3.0; 11.0
12.6; 4.726; 0.8; 2.0; 7.9; 0.8; 2.9; 10.5; 0.8; 2.4; 8.4; 0.8; 3.0; 11.0
12.9; 4.826; 0.9; 2.0; 7.9; 0.9; 2.9; 10.5; 0.9; 2.4; 8.4; 0.9; 3.0; 11.0
13.2; 4.924; 0.8; 2.0; 7.9; 0.8; 2.9; 10.5; 0.8; 2.4; 8.4; 0.8; 3.0; 11.0
13.5; 5.019; 0.9; 2.0; 7.9; 0.9; 2.9; 10.5; 0.9; 2.4; 8.4; 0.9; 3.0; 11.0
13.8; 5.111; 0.9; 2.0; 7.9; 0.9; 2.9; 10.5; 0.9; 2.4; 8.4; 0.9; 3.0; 11.0
14.1; 5.200; 0.9; 2.0; 7.9; 0.9; 2.9; 10.5; 0.9; 2.4; 8.4; 0.9; 3.0; 11.1
14.4; 5.287; 0.9; 2.0; 7.9; 0.9; 2.9; 10.5; 0.9; 2.4; 8.5; 0.9; 3.0; 11.1
14.7; 5.372; 0.9; 2.0; 7.9; 0.9; 2.8; 10.5; 0.9; 2.4; 8.5; 0.9; 3.0; 11.1
15.0; 5.455; 0.9; 2.0; 7.9; 0.9; 2.9; 10.6; 0.9; 2.4; 8.5; 0.9; 3.0; 11.1
15.3; 5.539; 0.9; 2.1; 7.9; 0.9; 2.9; 10.6; 0.9; 2.4; 8.5; 0.9; 3.1; 11.1
15.6; 5.621; 0.8; 2.1; 8.0; 0.8; 2.9; 10.6; 0.8; 2.4; 8.4; 0.8; 3.1; 11.1
15.9; 5.704; 0.7; 2.1; 8.0; 0.7; 3.0; 10.7; 0.7; 2.4; 8.4; 0.7; 3.1; 11.1
16.2; 5.787; 0.6; 2.2; 8.0; 0.6; 3.0; 10.7; 0.6; 2.4; 8.4; 0.6; 3.2; 11.1
